season_order,episode_number_global,season_number,seaons_label,episode_number,episode_name,person_name,type,type_short,type_number,mentioned_by,quote/context,type_of_issue,special_category,special_category_first
15,189,13,13,8,Dead Celebrities,Henry Gibson,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Arturo Gatti,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,John Hughes,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Steve McNair,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Farrah Fawcett,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Ted Kennedy,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Marilyn Chambers,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Patrick Swayze,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Walter Cronkite,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Oscar G. Mayer Jr.,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Dom DeLuise,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Ron Silver,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Les Paul,appeared,a,1,,One of the dead celebrities on the Purgatorial Plane., ,,
15,189,13,13,8,Dead Celebrities,Michael Jackson,appeared,a,1,,"One of the dead celebrities on the Purgatorial Plane. Also Ike, hee hee!", ,,
15,189,13,13,8,Dead Celebrities,Zelda Rubinstein,appeared,a,1,,Dr. Phillips is based on Zelda Rubinstein's character Tangina Barrons from the Poltergeist series of films.,character,,
15,189,13,13,8,Dead Celebrities,Mel Gibson,depicted,d,2,,"""The Street Warrior"" poster in Stan's room is a parody of ""Mad Max 2: The Road Warrior"" with Mel Gibson as Mad Max.",character,mel,
15,190,13,13,9,Butters' Bottom Bitch,,,,,,, ,,
15,191,13,13,10,W.T.F.,Vince McMahon,appeared,a,1,,Attends one of the W.T.F. matches to scout for new talent for the WWE., ,,
15,191,13,13,10,W.T.F.,Adam Copeland,appeared,a,1,,Seen in a WWE match versing John Cena., ,,
15,191,13,13,10,W.T.F.,John Cena,appeared,a,1,,Seen in a WWE match versing Adam Copeland., ,,
15,191,13,13,10,W.T.F.,Mackenzie Phillips,mentioned,m,3,Cartman,"""You're wrestling for the right to marry Mackenzie Phillips, but just learned that she had sex with her father uh, go!""", ,,
15,192,13,13,11,Whale Whores,Paul Watson,appeared,a,1,,"Captain from the ""Whale Wars"".", ,,
15,192,13,13,11,Whale Whores,Benjamin Potts,appeared,a,1,,"""Whale Wars"" member.", ,,
15,192,13,13,11,Whale Whores,Sig Hansen,appeared,a,1,,"Captain from the ""Deadliest Catch"".", ,,
15,192,13,13,11,Whale Whores,Akihito,appeared,a,1,,Emperor of Japan., ,,
15,192,13,13,11,Whale Whores,Yukio Hatoyama,appeared,a,1,,Prime minister of Japan., ,,
15,192,13,13,11,Whale Whores,Larry King,appeared,a,1,,"Interviews Stan and his crew on ""Larry King Live"".", ,,
15,193,13,13,12,The F Word,Emmanuel Lewis,appeared,a,1,,Appears as the head editor of the English dictionary., ,,
15,193,13,13,12,The F Word,Liberace,depicted,d,2,,"Field reporter holds up another poster with two different pictures on it - one of a biker, another of Liberace.", ,,
15,194,13,13,13,Dances with Smurfs,James Cameron,mentioned,m,3,Wendy,"""James Cameron. Go look. The movie came out already.""", ,,
15,195,13,13,14,Pee,Kurt Russell,appeared,a,1,,"Appears as a fireman, rescuing Millie's cat.", ,,
16,196,14,14,1,Sexual Healing,Tiger Woods,appeared,a,1,,"Appears primarily as a video game character, where his wife Elin goes around beating Tiger with a golf club for his many infidelities.", ,,
16,196,14,14,1,Sexual Healing,Elin Nordegren,appeared,a,1,,"Appears primarily as a video game character, where she goes around beating her husband Tiger with a golf club for his many infidelities.", ,,
16,196,14,14,1,Sexual Healing,Ben Roethlisberger,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Bill Clinton,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Charlie Sheen,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,David Letterman,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,David Duchovnu,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Michael Douglas,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Michael Jordan,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Kobe Bryant,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Eliot Spitzer,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Billy Bob Thornton,appeared,a,1,,One of the celebrities enrolled in the Karne Institute for Sex Addiction. , ,,
16,196,14,14,1,Sexual Healing,Barack Obama,appeared,a,1,,"One of the lead members in the elaborate conspiracy to justify the actions of rich, successful men, who have been caught cheating on their spouses. ", ,,
16,196,14,14,1,Sexual Healing,David Carradine,mentioned,m,3,Sex addiction expert,"""Most likely you'll end up going the way of David Carradine and Michael Hutchence: autoerotic asphyxiation.""", ,,
16,196,14,14,1,Sexual Healing,Michael Hutchence,mentioned,m,3,Sex addiction expert,"""Most likely you'll end up going the way of David Carradine and Michael Hutchence: autoerotic asphyxiation.""", ,,
16,196,14,14,1,Sexual Healing,Benjamin Franklin,mentioned,m,3,SWAT Officer,"""Even, even Benjamin Franklin screwed everything that moved. Because he could.""", ,,
16,196,14,14,1,Sexual Healing,Michelle Obama,appeared,a,1,,"""Even, even Benjamin Franklin screwed everything that moved. Because he could.""", ,,
16,196,14,14,1,Sexual Healing,Andrew Jackson,depicted,d,2,,Portrait in the Oval Office., ,,
16,196,14,14,1,Sexual Healing,George Washington,depicted,d,2,,Portrait in the White House., ,washington,
16,196,14,14,1,Sexual Healing,Thomas Jefferson,depicted,d,2,,Portrait in the White House., ,Jefferson,
16,196,14,14,1,Sexual Healing,Zachary Taylor,depicted,d,2,,Portrait in the Oval Office., ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Matt Lauer,appeared,a,1,,"Interview Butters, then credited as author of The Tale of Scrotie McBoogerballs, along with his parents.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Meredith Vieira,appeared,a,1,,"Interview Butters, then credited as author of The Tale of Scrotie McBoogerballs, along with his parents.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Al Roker,appeared,a,1,,"Interview Butters, then credited as author of The Tale of Scrotie McBoogerballs, along with his parents.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Matthew Broderick,appeared,a,1,,"Matthew Broderick is interviewed while at the Oscars, about his wife Sarah Jessica Parker being referenced in the book, while she stands behind him.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Sarah Jessica Parker,appeared,a,1,,"Matthew Broderick is interviewed while at the Oscars, about his wife Sarah Jessica Parker being referenced in the book, while she stands behind him.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Ann Curry,appeared,a,1,,"Interview Butters, then credited as author of The Tale of Scrotie McBoogerballs, along with his parents.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Morgan Freeman,appeared,a,1,,The Today Show does a segment in which they have Morgan Freeman read five chapters from the book., ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Kourtney Kardashian,appeared,a,1,,"A man who read the book, murders the Kardashians, along with Kris Jenner and Bruce Jenner.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Kim Kardashian,appeared,a,1,,"A man who read the book, murders the Kardashians, along with Kris Jenner and Bruce Jenner.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Khloe Kardashian,appeared,a,1,,"A man who read the book, murders the Kardashians, along with Kris Jenner and Bruce Jenner.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Kris Jenner,appeared,a,1,,"A man who read the book, murders the Kardashians, along with Kris Jenner and Bruce Jenner.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Caitlyn Jenner,appeared,a,1,,"A man who read the book, murders the Kardashians, along with Kris Jenner and Bruce Jenner.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,John Lennon,mentioned,m,3,Kyle,"""Mr. Garrison, didn't the guy who shot John Lennon say it was because of this book?""", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Ronald Reagan,mentioned,m,3,Butters,"""Oh, is that who the book was tellin' me to kill? Ohhh. Kill Ronald Reagan. Kill Ronald Reagan.""", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,J. D. Salinger,mentioned,m,3,,"Mentioned on his book ""Catcher in the Rye"" Mr. Garrison shows to the class.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Leonardo da Vinci,mentioned,m,3,,Mona Lisa portrait in Morgan Freeman's library(?)., ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Joe Jonas,depicted,d,2,,"Jonas Brothers on the cover of ""TEEN POP"" journal in the bookstore.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Kevin Jonas,depicted,d,2,,"Jonas Brothers on the cover of ""TEEN POP"" journal in the bookstore.", ,,
16,197,14,14,2,The Tale of Scrotie McBoogerballs,Nick Jonas,depicted,d,2,,"Jonas Brothers on the cover of ""TEEN POP"" journal in the bookstore.", ,,
16,198,14,14,3,Medicinal Fried Chicken,Colonel Sanders,appeared,a,1,,"Smuggles KFC food into Colorado with help of Billy, who is replaced by Cartman eventually.", ,,
16,198,14,14,3,Medicinal Fried Chicken,Ziggy Marley,mentioned,m,3,Randy,"""Well like, what forms of cancer induce in time for the Ziggy Marley concert next Saturday in Denver?""", ,,
16,198,14,14,3,Medicinal Fried Chicken,Jamie Oliver,mentioned,m,3,Colonel Sanders,"""Your partner is an informant for Jamie Oliver.""", ,,
16,199,14,14,4,You Have 0 Friends,Mel Gibson,depicted,d,2,,"""The Street Warrior"" poster in Stan's room is a parody of ""Mad Max 2: The Road Warrior"" with Mel Gibson as Mad Max.",character,mel,
16,200,14,14,5,200,Jennifer Lopez,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme. Appears as Hennifer Lopez.,parody,,
16,200,14,14,5,200,Tom Cruise,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Bono,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Rob Reiner,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme. One of the leaders., ,,
16,200,14,14,5,200,Jared Fogle,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Phil Collins,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Tiger Woods,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Kanye West,appeared,a,1,,"Pissed off gay fish, yo.", ,,
16,200,14,14,5,200,Barbra Streisand,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme. Appears as Mecha-Streisand., ,,
16,200,14,14,5,200,Oprah Winfrey,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,George Lucas,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Steven Spielberg,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Sally Struthers,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Hillary Clinton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Paris Hilton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Jesse Jackson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Johnnie Cochran,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Jimmy Buffett,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Charlie Sheen,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Tim Burton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Michael Richards,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Russell Crowe,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,John Travolta,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Eric Roberts,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,John Wilkes Booth,mentioned,m,3,Stan,"""Well, a giant John Wilkes Booth shot Abraham Lincoln…""", ,,
16,200,14,14,5,200,Abraham Lincoln,mentioned,m,3,Stan,"""Well, a giant John Wilkes Booth shot Abraham Lincoln…""", ,,
16,200,14,14,5,200,Johnny Depp,mentioned,m,3,Tom Cruise,"""And, you put Johnny Depp and the same crappy music in every film. And if you're that in love with Johnny Depp, you should just have sex with him already.""", ,,
16,200,14,14,5,200,Mel Gibson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Michael Jackson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Billy Bob Thornton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Sarah Jessica Parker,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,M. Night Shyamalan,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Liza Minnelli,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Martha Stewart,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Sylvester Stallone,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Ben Affleck,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Kathie Lee Gifford,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,David Blaine,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Pope Benedict XVI,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Winona Ryder,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Gary Condit,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,O. J. Simpson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Brian Dennehy,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Bob Saget,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Fred Savage,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Kurt Russell,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Rosie O'Donnell,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Harrison Ford,appeared,a,1,,"Appears as his character Indiana Jones, who is a sex slave of George Lucas and Steven Spielberg.",character,,
16,200,14,14,5,200,Barry Bonds,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,John Edward,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,David Duchovnu,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Steve Irwin,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Angelina Jolie,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Michael Bay,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,David Letterman,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Paul Watson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Osama bin Laden,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Al Gore,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Britney Spears,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Christopher Reeve,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Bill Clinton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Brooke Shields,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Robert Redford,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Francis Ford Coppola,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Tina Yothers,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,200,14,14,5,200,Bill Cosby,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Barbra Streisand,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme. Appears as Mecha-Streisand., ,,
16,201,14,14,6,201,Robert Smith,mentioned,m,3,Lao Tse,"""I thought Barbra Streisand had been destroyed by Robert Smith.""", ,,
16,201,14,14,6,201,Tom Cruise,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Rob Reiner,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme. One of the leaders., ,,
16,201,14,14,6,201,Lars Ulrich,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Michael Richards,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Bill Donohue,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Pope Benedict XVI,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Barry Bonds,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,David Blaine,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Charlie Sheen,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Paul Watson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Rob Schneider,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme. Appears as a carrot., ,,
16,201,14,14,6,201,Gary Condit,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Barack Obama,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,David Letterman,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Paris Hilton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Liza Minnelli,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Rod Stewart,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Brian Boitano,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Neil Diamond,appeared,a,1,,Krishna transforms into Neil Diamond to sign with Barbra Streisand., ,,
16,201,14,14,6,201,Brooke Shields,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,M. Night Shyamalan,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Winona Ryder,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Jesse Jackson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,O. J. Simpson,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Jimmy Buffett,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Bob Saget,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,John Edward,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Russell Crowe,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Michael Bay,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Fred Savage,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,David Duchovnu,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Kurt Russell,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Angelina Jolie,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Kathie Lee Gifford,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Rosie O'Donnell,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Sally Struthers,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Martha Stewart,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Kanye West,appeared,a,1,,"Pissed off gay fish, yo.", ,,
16,201,14,14,6,201,Britney Spears,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
16,201,14,14,6,201,Billy Bob Thornton,appeared,a,1,,One of the pissed off celebrities teaming up with Tom Cruise in his attempt to involve the city of South Park in his evil scheme., ,,
